order_id,customer_id,order_date,promised_delivery,sales_rep
121637,10015267,2019/12/30,12/30/2019,160
121872,10000466,2019/12/30,12/30/2019,124
123344,10000466,2019/12/30,12/30/2019,124
123363,10014804,2019/12/30,12/30/2019,127
123744,10015267,2019/12/30,12/30/2019,160
123887,10014804,2019/12/30,12/30/2019,127
124265,10008381,2019/12/30,12/30/2019,111
122888,10026606,2019/12/30,12/30/2019,114
124211,10025248,2019/12/30,12/30/2019,170
121638,10015267,2019/12/30,12/30/2019,160
123769,10015267,2019/12/30,12/30/2019,160
124214,10007457,2019/12/30,12/30/2019,166
121769,10000453,2019/12/30,12/30/2019,125
121863,10009606,2019/12/30,12/30/2019,103
121871,10002149,2019/12/30,12/30/2019,109
121873,10021668,2019/12/30,12/30/2019,117
122108,10000453,2019/12/30,12/30/2019,125
122495,10019194,2019/12/30,12/30/2019,108
122938,10007564,2019/12/30,12/30/2019,166
123384,10021668,2019/12/30,12/30/2019,117
123534,10016113,2019/12/30,12/30/2019,162
123805,10023244,2019/12/30,12/30/2019,124
123918,10002149,2019/12/30,12/30/2019,109
123962,10000453,2019/12/30,12/30/2019,125
124025,10021668,2019/12/30,12/30/2019,117
124055,10019194,2019/12/30,12/30/2019,108
124109,10020192,2019/12/30,12/30/2019,183
124148,10019194,2019/12/30,12/30/2019,108
124174,10025359,2019/12/30,12/30/2019,144
124177,10013080,2019/12/30,12/30/2019,180
124191,10021668,2019/12/30,12/30/2019,117
124262,10009606,2019/12/30,12/30/2019,103
122779,10021300,2019/12/29,12/29/2019,181
123411,10026839,2019/12/29,12/28/2019,155
122725,10013252,2019/12/29,12/29/2019,147
122885,10026606,2019/12/29,12/29/2019,114
122914,10026606,2019/12/29,12/29/2019,114
121659,10020332,2019/12/29,12/29/2019,152
121655,10009676,2019/12/29,12/29/2019,141
122028,10010906,2019/12/29,12/29/2019,115
122244,10012226,2019/12/29,12/29/2019,180
122476,10019194,2019/12/29,12/29/2019,108
122746,10022456,2019/12/29,12/29/2019,104
122851,10004245,2019/12/29,12/29/2019,180
123190,10015793,2019/12/29,12/29/2019,182
123532,10018665,2019/12/29,12/29/2019,130
123733,10015793,2019/12/29,12/28/2019,182
123745,10022456,2019/12/29,12/29/2019,104
123849,10011997,2019/12/29,12/29/2019,160
123934,10025288,2019/12/29,12/29/2019,142
123977,10022456,2019/12/29,12/28/2019,104
123987,10022434,2019/12/29,12/29/2019,121
124003,10009656,2019/12/29,12/29/2019,175
124006,10021986,2019/12/29,12/29/2019,183
124015,10016549,2019/12/29,12/29/2019,121
124020,10022732,2019/12/29,12/29/2019,130
124021,10026532,2019/12/29,12/28/2019,167
124022,10018885,2019/12/29,12/29/2019,107
124039,10012226,2019/12/29,12/29/2019,180
124050,10019194,2019/12/29,12/29/2019,108
124050,10019194,2019/12/29,12/28/2019,108
124054,10019194,2019/12/29,12/28/2019,108
124067,10013080,2019/12/29,12/29/2019,180
124084,10013080,2019/12/29,12/29/2019,180
124091,10013080,2019/12/29,12/29/2019,180
124094,10013080,2019/12/29,12/29/2019,180
124108,10013080,2019/12/29,12/29/2019,180
124118,10011521,2019/12/29,12/29/2019,172
124151,10019194,2019/12/29,12/29/2019,108
124152,10019909,2019/12/29,12/29/2019,157
121907,10016113,2019/12/28,12/28/2019,112
123967,10011870,2019/12/28,12/27/2019,105
122882,10026606,2019/12/28,12/28/2019,114
123583,10013538,2019/12/28,12/28/2019,170
123665,10004245,2019/12/28,12/28/2019,180
121648,10007591,2019/12/28,12/28/2019,109
121655,10009676,2019/12/28,12/28/2019,141
121663,10007591,2019/12/28,12/21/2019,109
121838,10017036,2019/12/28,12/28/2019,117
121843,10015495,2019/12/28,10/28/2019,145
121863,10009606,2019/12/28,12/28/2019,103
122884,10023447,2019/12/28,12/28/2019,176
123183,10007577,2019/12/28,12/28/2019,175
123232,10021158,2019/12/28,12/28/2019,143
123332,10009676,2019/12/28,12/28/2019,141
123382,10026532,2019/12/28,12/28/2019,167
123422,10020684,2019/12/28,12/28/2019,144
123518,10009676,2019/12/28,12/28/2019,141
123555,10019617,2019/12/28,12/28/2019,170
123580,10021006,2019/12/28,12/28/2019,162
123621,10009863,2019/12/28,12/28/2019,153
123687,10011052,2019/12/28,12/28/2019,157
123691,10015253,2019/12/28,12/28/2019,158
123719,10012425,2019/12/28,12/28/2019,108
123757,10016334,2019/12/28,12/28/2019,154
123818,10007577,2019/12/28,12/28/2019,175
123831,10025025,2019/12/28,12/28/2019,110
123847,10023447,2019/12/28,12/28/2019,176
123862,10009863,2019/12/28,12/28/2019,153
123876,10002489,2019/12/28,12/28/2019,109
123883,10023471,2019/12/28,12/28/2019,172
123890,10025251,2019/12/28,12/28/2019,119
123892,10013080,2019/12/28,12/28/2019,180
123894,10021472,2019/12/28,12/28/2019,154
123920,10009676,2019/12/28,12/28/2019,141
123921,10023212,2019/12/28,12/28/2019,180
123927,10019909,2019/12/28,12/28/2019,157
123938,10019194,2019/12/28,12/28/2019,108
123944,10019194,2019/12/28,12/28/2019,108
123955,10019194,2019/12/28,12/28/2019,108
123976,10019194,2019/12/28,12/28/2019,108
123979,10000488,2019/12/28,12/28/2019,184
124007,10017314,2019/12/28,12/28/2019,116
124014,10022444,2019/12/28,12/28/2019,173
124036,10007564,2019/12/28,12/28/2019,166
124051,10024022,2019/12/28,12/28/2019,163
124089,10021986,2019/12/28,12/28/2019,183
122236,10007866,2019/12/27,12/21/2019,154
122825,10007866,2019/12/27,12/21/2019,154
123185,10019400,2019/12/27,12/27/2019,119
122913,10026606,2019/12/27,12/27/2019,114
123825,10008638,2019/12/27,12/23/2019,179
121749,10020684,2019/12/27,12/27/2019,144
121837,10017036,2019/12/27,12/27/2019,117
121839,10017036,2019/12/27,12/27/2019,117
121863,10009606,2019/12/27,12/27/2019,103
122032,10025267,2019/12/27,12/27/2019,105
122055,10021283,2019/12/27,12/27/2019,168
122868,10002969,2019/12/27,12/27/2019,175
122958,10026055,2019/12/27,12/27/2019,145
122999,10017585,2019/12/27,12/27/2019,134
123219,10002412,2019/12/27,12/27/2019,183
123220,10021158,2019/12/27,12/27/2019,143
123259,10017036,2019/12/27,12/27/2019,117
123544,10026055,2019/12/27,12/27/2019,145
123664,10003554,2019/12/27,12/27/2019,136
123679,10009863,2019/12/27,12/27/2019,153
123781,10025033,2019/12/27,12/27/2019,115
123813,10000488,2019/12/27,12/27/2019,184
123823,10019664,2019/12/27,12/27/2019,170
123853,10017585,2019/12/27,12/27/2019,134
123876,10002489,2019/12/27,12/27/2019,109
123877,10013080,2019/12/27,12/27/2019,180
123880,10025300,2019/12/27,12/27/2019,168
123910,10025252,2019/12/27,12/27/2019,179
123912,10006836,2019/12/27,12/27/2019,125
123926,10012715,2019/12/27,12/27/2019,108
123940,10019194,2019/12/27,12/27/2019,108
123948,10019194,2019/12/27,12/27/2019,108
123953,10002155,2019/12/27,12/27/2019,127
123972,10019194,2019/12/27,12/27/2019,108
124000,10000471,2019/12/27,12/27/2019,144
124013,10025267,2019/12/27,12/27/2019,105
121936,10011355,2019/12/24,12/24/2019,141
121726,10026081,2019/12/24,12/24/2019,154
121814,10026081,2019/12/24,12/24/2019,154
121829,10026081,2019/12/24,12/24/2019,154
121834,10026081,2019/12/24,12/24/2019,154
121835,10026081,2019/12/24,12/24/2019,154
121882,10026081,2019/12/24,12/24/2019,154
121896,10026081,2019/12/24,12/24/2019,154
122123,10026081,2019/12/24,12/24/2019,154
123229,10026081,2019/12/24,12/24/2019,154
122881,10026606,2019/12/24,12/24/2019,114
123881,10011870,2019/12/24,12/24/2019,105
123884,10011870,2019/12/24,12/24/2019,105
121741,10019194,2019/12/24,12/24/2019,108
121743,10012226,2019/12/24,12/24/2019,180
121756,10019812,2019/12/24,12/24/2019,113
122056,10023212,2019/12/24,12/24/2019,180
122310,10019812,2019/12/24,12/24/2019,113
122430,10022450,2019/12/24,12/24/2019,167
122474,10019194,2019/12/24,12/24/2019,108
122516,10022732,2019/12/24,12/24/2019,130
122653,10011521,2019/12/24,12/24/2019,172
123210,10021158,2019/12/24,12/24/2019,143
123570,10024262,2019/12/24,12/24/2019,161
123703,10025269,2019/12/24,12/24/2019,112
123786,10002144,2019/12/24,12/24/2019,113
123806,10018518,2019/12/24,12/24/2019,117
123819,10025392,2019/12/24,12/24/2019,149
123830,10014471,2019/12/24,12/24/2019,110
123834,10019664,2019/12/24,12/24/2019,170
123835,10019194,2019/12/24,12/24/2019,108
123836,10013572,2019/12/24,12/24/2019,181
123841,10020672,2019/12/24,12/24/2019,125
123844,10023524,2019/12/24,12/24/2019,103
123855,10013080,2019/12/24,12/24/2019,180
123856,10025252,2019/12/24,12/24/2019,179
123857,10021175,2019/12/24,12/23/2019,159
123864,10019194,2019/12/24,12/24/2019,108
123866,10019194,2019/12/24,12/24/2019,108
123870,10019812,2019/12/24,12/24/2019,113
122473,10014804,2019/12/23,12/23/2019,127
123458,10007457,2019/12/23,12/23/2019,166
123363,10014804,2019/12/23,12/23/2019,127
123793,10008381,2019/12/23,12/23/2019,111
123824,10008381,2019/12/23,12/23/2019,111
122512,10022444,2019/12/23,12/23/2019,173
123622,10011870,2019/12/23,12/23/2019,105
122694,10009643,2019/12/23,12/23/2019,105
123797,10000499,2019/12/23,12/23/2019,179
121771,10020684,2019/12/23,12/23/2019,144
121899,10023524,2019/12/23,12/23/2019,103
122018,10005688,2019/12/23,12/23/2019,107
122021,10005688,2019/12/23,12/23/2019,107
122023,10005688,2019/12/23,12/23/2019,107
122024,10005688,2019/12/23,12/23/2019,107
122108,10000453,2019/12/23,12/23/2019,125
122469,10009606,2019/12/23,12/23/2019,103
122938,10007564,2019/12/23,12/23/2019,166
123384,10021668,2019/12/23,12/23/2019,117
123500,10023524,2019/12/23,12/23/2019,103
123534,10016113,2019/12/23,12/23/2019,162
123557,10000453,2019/12/23,12/23/2019,125
123584,10021139,2019/12/23,12/23/2019,112
123661,10025034,2019/12/23,12/23/2019,185
123663,10025034,2019/12/23,12/23/2019,185
123685,10003749,2019/12/23,12/23/2019,158
123701,10019194,2019/12/23,12/23/2019,108
123702,10019194,2019/12/23,12/23/2019,108
123727,10013080,2019/12/23,12/23/2019,180
123728,10021668,2019/12/23,12/23/2019,117
123742,10007577,2019/12/23,12/23/2019,175
123767,10019194,2019/12/23,12/23/2019,108
123768,10019194,2019/12/23,12/23/2019,108
123772,10013080,2019/12/23,12/23/2019,180
123778,10019194,2019/12/23,12/23/2019,108
123784,10013080,2019/12/23,12/23/2019,180
123785,10013080,2019/12/23,12/23/2019,180
123787,10027340,2019/12/23,12/22/2019,184
123795,10015793,2019/12/23,12/23/2019,182
123838,10021160,2019/12/23,12/23/2019,160
123242,10006977,2019/12/22,12/18/2019,154
123233,10000461,2019/12/22,12/21/2009,172
122960,10016609,2019/12/22,12/22/2019,176
122424,10026606,2019/12/22,12/22/2019,114
122432,10026606,2019/12/22,12/22/2019,114
123722,10008638,2019/12/22,12/22/2019,179
123729,10008638,2019/12/22,12/22/2019,179
121655,10009676,2019/12/22,12/22/2019,141
121820,10022456,2019/12/22,12/22/2019,104
122020,10005688,2019/12/22,12/22/2019,107
122025,10020672,2019/12/22,12/22/2019,125
122156,10016549,2019/12/22,12/22/2019,121
122247,10012226,2019/12/22,12/22/2019,180
122600,10016549,2019/12/22,12/22/2019,121
122713,10020393,2019/12/22,12/22/2019,175
123001,10009676,2019/12/22,12/22/2019,141
123004,10011997,2019/12/22,12/22/2019,160
123126,10017054,2019/12/22,12/22/2019,127
123196,10021986,2019/12/22,12/22/2019,183
123266,10017036,2019/12/22,12/22/2019,117
123317,10011870,2019/12/22,12/22/2019,120
123378,10014469,2019/12/22,12/22/2019,145
123379,10016549,2019/12/22,12/22/2019,121
123615,10013080,2019/12/22,12/22/2019,180
123655,10025033,2019/12/22,12/22/2019,115
123669,10013080,2019/12/22,12/22/2019,180
123682,10013080,2019/12/22,12/22/2019,180
123683,10013080,2019/12/22,12/22/2019,180
123714,10019194,2019/12/22,12/22/2019,108
123718,10009643,2019/12/22,12/22/2019,105
123734,10022456,2019/12/22,12/22/2019,104
123745,10022456,2019/12/22,12/22/2019,104
123749,10020080,2019/12/22,12/22/2019,142
123773,10019194,2019/12/22,12/22/2019,108
123142,10002765,2019/12/21,12/21/2019,134
123068,10002765,2019/12/21,12/21/2019,134
123303,10026365,2019/12/21,12/21/2019,107
122745,10012761,2019/12/21,12/21/2019,104
123388,10026522,2019/12/21,12/21/2019,167
123227,10021240,2019/12/21,12/21/2019,166
123389,10007457,2019/12/21,12/21/2019,130
123485,10023793,2019/12/21,12/21/2019,115
123504,10023793,2019/12/21,12/21/2019,115
121648,10007591,2019/12/21,12/21/2019,109
121661,10007591,2019/12/21,12/21/2019,109
121663,10007591,2019/12/21,12/21/2019,109
121868,10015253,2019/12/21,12/21/2019,158
121876,10026532,2019/12/21,12/21/2019,167
122058,10011521,2019/12/21,12/21/2019,172
122670,10021485,2019/12/21,12/21/2019,167
123095,10020684,2019/12/21,12/21/2019,144
123114,10018518,2019/12/21,12/21/2019,117
123183,10007577,2019/12/21,12/21/2019,175
123232,10021158,2019/12/21,12/21/2019,143
123251,10017036,2019/12/21,12/21/2019,117
123370,10015253,2019/12/21,12/21/2019,158
123382,10026532,2019/12/21,12/21/2019,167
123430,10003882,2019/12/21,12/21/2019,176
123466,10011052,2019/12/21,12/21/2019,157
123479,10023524,2019/12/21,12/21/2019,103
123506,10002489,2019/12/21,12/21/2019,109
123542,10019194,2019/12/21,12/21/2019,108
123558,10013080,2019/12/21,12/21/2019,180
123566,10020515,2019/12/21,12/21/2019,143
123580,10021006,2019/12/21,12/21/2019,162
123598,10019194,2019/12/21,12/21/2019,108
123606,10023524,2019/12/21,12/21/2019,103
123618,10025063,2019/12/21,12/21/2019,168
121751,10011870,2019/12/20,12/20/2019,105
121720,10014804,2019/12/20,12/20/2019,127
123270,10016780,2019/12/20,12/20/2019,120
122431,10026606,2019/12/20,12/20/2019,114
123484,10023793,2019/12/20,12/20/2019,115
123503,10023793,2019/12/20,12/20/2019,115
123505,10023793,2019/12/20,12/20/2019,115
123509,10023793,2019/12/20,12/20/2019,115
123527,10008638,2019/12/20,12/20/2019,179
123564,10008638,2019/12/20,12/20/2019,179
122103,10026355,2019/12/20,12/20/2019,162
121804,10012226,2019/12/20,12/20/2019,180
121823,10017585,2019/12/20,12/20/2019,134
121839,10017036,2019/12/20,12/20/2019,117
121938,10012226,2019/12/20,12/20/2019,180
122053,10019194,2019/12/20,12/20/2019,108
122171,10023524,2019/12/20,12/20/2019,103
122244,10012226,2019/12/20,12/20/2019,180
122336,10020266,2019/12/20,12/20/2019,114
122337,10020266,2019/12/20,12/20/2019,114
122524,10022444,2019/12/20,12/20/2019,173
122534,10012226,2019/12/20,12/20/2019,180
122574,10019194,2019/12/20,12/20/2019,108
122602,10025549,2019/12/20,12/20/2019,139
122958,10026055,2019/12/20,12/20/2019,145
123025,10019194,2019/12/20,12/20/2019,108
123121,10012226,2019/12/20,12/20/2019,180
123199,10009650,2019/12/20,12/20/2019,132
123200,10009650,2019/12/20,12/20/2019,132
123220,10021158,2019/12/20,12/20/2019,143
123234,10021158,2019/12/20,12/20/2019,143
123235,10009639,2019/12/20,12/20/2019,155
123380,10023757,2019/12/20,12/20/2019,120
123381,10025549,2019/12/20,12/20/2019,139
123437,10023471,2019/12/20,12/20/2019,172
123453,10010970,2019/12/20,12/20/2019,104
123454,10017585,2019/12/20,12/20/2019,134
123464,10009656,2019/12/20,12/20/2019,175
123506,10002489,2019/12/20,12/20/2019,109
123507,10013574,2019/12/20,12/20/2019,145
121815,10026081,2019/12/17,12/17/2019,154
121827,10026081,2019/12/17,12/17/2019,154
121880,10026081,2019/12/17,12/17/2019,154
121883,10026081,2019/12/17,12/17/2019,154
121886,10026081,2019/12/17,12/17/2019,154
121892,10026081,2019/12/17,12/17/2019,154
121893,10026081,2019/12/17,12/17/2019,154
122128,10026081,2019/12/17,12/17/2019,154
122051,10005099,2019/12/17,12/17/2019,185
122070,10005099,2019/12/17,12/17/2019,185
122071,10005099,2019/12/17,12/17/2019,185
122092,10005099,2019/12/17,12/17/2019,185
123345,10014804,2019/12/17,12/16/2019,127
122699,10008638,2019/12/17,12/17/2019,179
122702,10008638,2019/12/17,12/17/2019,179
122787,10008638,2019/12/17,12/17/2019,179
122789,10008638,2019/12/17,12/17/2019,179
122968,10008638,2019/12/17,12/17/2019,179
122973,10008638,2019/12/17,12/17/2019,179
123034,10008638,2019/12/17,12/17/2019,179
123042,10008638,2019/12/17,12/17/2019,179
123050,10008638,2019/12/17,12/17/2019,179
123051,10008638,2019/12/17,12/17/2019,179
123097,10008638,2019/12/17,12/17/2019,179
122936,10004256,2019/12/17,12/17/2019,185
123066,10000486,2019/12/17,12/17/2019,162
123460,10007123,2019/12/17,12/17/2019,129
121652,10023511,2019/12/17,12/17/2019,136
121700,10020515,2019/12/17,12/17/2019,143
121744,10020515,2019/12/17,12/17/2019,143
121826,10017036,2019/12/17,12/17/2019,117
121870,10023511,2019/12/17,12/17/2019,136
121906,10020515,2019/12/17,12/17/2019,143
121940,10025033,2019/12/17,12/17/2019,115
121956,10005688,2019/12/17,12/17/2019,107
121958,10005688,2019/12/17,12/17/2019,107
122009,10023524,2019/12/17,12/17/2019,103
122100,10025758,2019/12/17,12/17/2019,142
122206,10020515,2019/12/17,12/17/2019,143
122208,10020515,2019/12/17,12/17/2019,143
122244,10012226,2019/12/17,12/17/2019,180
122310,10019812,2019/12/17,12/17/2019,113
122606,10023511,2019/12/17,12/17/2019,136
123250,10022444,2019/12/17,12/17/2019,173
123262,10000471,2019/12/17,12/17/2019,144
123272,10003554,2019/12/17,12/17/2019,136
123278,10013080,2019/12/17,12/17/2019,180
123280,10017828,2019/12/17,12/17/2019,153
123298,10020445,2019/12/17,12/17/2019,173
123316,10020080,2019/12/17,12/17/2019,142
123327,10013080,2019/12/17,12/17/2019,180
123337,10021283,2019/12/17,12/17/2019,168
123362,10019194,2019/12/17,12/17/2019,108
123366,10026522,2019/12/17,12/16/2019,167
123371,10021175,2019/12/17,12/17/2019,159
123375,10021175,2019/12/17,12/17/2019,159
123385,10013080,2019/12/17,12/17/2019,180
123387,10023511,2019/12/17,12/17/2019,136
123414,10023524,2019/12/17,12/17/2019,103
123423,10025267,2019/12/17,12/17/2019,105
123435,10019194,2019/12/17,12/17/2019,108
123436,10019194,2019/12/17,12/17/2019,108
123444,10000453,2019/12/17,12/17/2019,125
123447,10013080,2019/12/17,12/17/2019,180
123451,10002155,2019/12/17,12/17/2019,127
123478,10025086,2019/12/17,12/17/2019,136
121627,10015495,2019/12/16,12/16/2019,145
121872,10000466,2019/12/16,12/16/2019,124
122379,10014804,2019/12/16,12/16/2019,127
122473,10014804,2019/12/16,12/16/2019,127
122655,10013079,2019/12/16,12/16/2019,136
123295,10026348,2019/12/16,12/16/2019,119
123344,10000466,2019/12/16,12/16/2019,124
122275,10026606,2019/12/16,12/16/2019,114
122278,10026606,2019/12/16,12/16/2019,114
121671,10019812,2019/12/16,12/17/2019,113
121773,10019194,2019/12/16,12/17/2019,108
121774,10019194,2019/12/16,12/17/2019,108
121826,10017036,2019/12/16,12/17/2019,117
121844,10023524,2019/12/16,12/16/2019,103
121867,10020684,2019/12/16,12/16/2019,144
121899,10023524,2019/12/16,12/16/2019,103
122059,10016113,2019/12/16,12/16/2019,162
122160,10002149,2019/12/16,12/16/2019,109
122202,10020515,2019/12/16,12/16/2019,143
122310,10019812,2019/12/16,12/17/2019,113
122495,10019194,2019/12/16,12/16/2019,108
122516,10022732,2019/12/16,12/17/2019,130
123243,10022450,2019/12/16,12/17/2019,167
123282,10009863,2019/12/16,12/16/2019,153
123305,10012226,2019/12/16,12/16/2019,180
123343,10013332,2019/12/16,12/17/2019,131
123039,10008638,2019/12/15,12/15/2019,179
122274,10026606,2019/12/15,12/15/2019,114
122984,10019400,2019/12/15,12/13/2019,119
121783,10016548,2019/12/15,12/15/2019,118
122381,10008602,2019/12/15,12/16/2019,121
122385,10008602,2019/12/15,12/16/2019,121
122612,10023793,2019/12/15,12/15/2019,115
122025,10020672,2019/12/15,12/15/2019,125
122028,10010906,2019/12/15,12/15/2019,115
122091,10022456,2019/12/15,12/15/2019,104
122476,10019194,2019/12/15,12/15/2019,108
122512,10022444,2019/12/15,12/16/2019,173
122599,10014469,2019/12/15,12/15/2019,145
122746,10022456,2019/12/15,12/15/2019,104
122938,10007564,2019/12/15,12/16/2019,166
122967,10009676,2019/12/15,12/15/2019,141
123015,10025353,2019/12/15,12/16/2019,111
123131,10013080,2019/12/15,12/15/2019,180
123190,10015793,2019/12/15,12/15/2019,182
123225,10012226,2019/12/15,12/15/2019,180
123228,10023524,2019/12/15,12/15/2019,103
122925,10021911,2019/12/14,12/13/2019,145
122277,10026606,2019/12/14,12/14/2019,114
121673,10007577,2019/12/14,12/13/2019,175
121713,10009863,2019/12/14,12/14/2019,153
121775,10019194,2019/12/14,12/14/2019,108
121808,10023447,2019/12/14,12/14/2019,176
121845,10009863,2019/12/14,12/14/2019,153
121947,10004245,2019/12/14,12/14/2019,180
122000,10005919,2019/12/14,12/14/2019,117
122089,10020266,2019/12/14,12/14/2019,114
122156,10016549,2019/12/14,12/15/2019,121
122157,10026532,2019/12/14,12/14/2019,167
122158,10018885,2019/12/14,12/15/2019,107
122220,10004245,2019/12/14,12/14/2019,180
122482,10021986,2019/12/14,12/15/2019,183
122600,10016549,2019/12/14,12/15/2019,121
122603,10026532,2019/12/14,12/14/2019,167
122604,10018885,2019/12/14,12/15/2019,107
122710,10026294,2019/12/14,12/14/2019,155
122911,10021472,2019/12/14,12/14/2019,154
123004,10011997,2019/12/14,12/15/2019,160
123012,10020515,2019/12/14,12/13/2019,143
123117,10019194,2019/12/14,12/13/2019,108
123141,10004245,2019/12/14,12/14/2019,180
123196,10021986,2019/12/14,12/15/2019,183
122356,10000461,2019/12/13,12/10/2019,172
123070,10025248,2019/12/13,12/13/2019,170
121799,10020332,2019/12/13,12/10/2019,152
123014,10022240,2019/12/13,12/13/2019,113
121971,10008381,2019/12/13,12/13/2019,111
121721,10000486,2019/12/13,12/10/2019,162
122026,10002765,2019/12/13,12/13/2019,134
123068,10002765,2019/12/13,12/13/2019,134
122236,10007866,2019/12/13,12/9/2019,154
122824,10007866,2019/12/13,12/9/2019,154
122984,10019400,2019/12/13,12/10/2019,119
122380,10016609,2019/12/13,12/10/2019,176
121932,10011355,2019/12/13,12/13/2019,141
121985,10011355,2019/12/13,12/13/2019,141
122370,10006862,2019/12/13,12/13/2019,172
121691,10025737,2019/12/13,12/13/2019,149
122276,10026606,2019/12/13,12/13/2019,114
122273,10026606,2019/12/13,12/13/2019,114
121980,10026365,2019/12/13,12/13/2019,107
122925,10021911,2019/12/13,12/13/2019,145
121977,10013252,2019/12/13,12/13/2019,147
122005,10023793,2019/12/13,12/13/2019,115
122994,10021240,2019/12/13,12/13/2019,166
122996,10021240,2019/12/13,12/13/2019,166
123172,10000475,2019/12/13,12/13/2019,179
121934,10023793,2019/12/13,12/14/2019,115
121737,10023275,2019/12/13,12/13/2019,134
121996,10023275,2019/12/13,12/13/2019,134
122582,10023275,2019/12/13,12/13/2019,134
123110,10011198,2019/12/13,12/13/2019,124
121930,10025305,2019/12/13,12/13/2019,173
121708,10016548,2019/12/13,12/10/2019,118
121783,10016548,2019/12/13,12/10/2019,118
121817,10016548,2019/12/13,12/10/2019,118
122199,10016548,2019/12/13,12/10/2019,118
121678,10023757,2019/12/13,12/13/2019,120
121687,10025158,2019/12/13,12/13/2019,125
121935,10024550,2019/12/13,12/13/2019,111
121948,10023212,2019/12/13,12/13/2019,180
121961,10024022,2019/12/13,12/13/2019,163
121999,10005919,2019/12/13,12/13/2019,117
122030,10025267,2019/12/13,12/13/2019,105
122031,10025267,2019/12/13,12/13/2019,105
122064,10013080,2019/12/13,12/13/2019,180
122093,10013080,2019/12/13,12/13/2019,180
122111,10022750,2019/12/13,12/13/2019,119
122163,10013080,2019/12/13,12/13/2019,180
122208,10020515,2019/12/13,12/13/2019,143
122233,10021175,2019/12/13,12/13/2019,159
122351,10019194,2019/12/13,12/13/2019,108
122385,10008602,2019/12/13,12/13/2019,121
122474,10019194,2019/12/13,12/13/2019,108
122477,10019194,2019/12/13,12/13/2019,108
122488,10019194,2019/12/13,12/13/2019,108
122495,10019194,2019/12/13,12/13/2019,108
122571,10023003,2019/12/13,12/13/2019,132
122602,10025549,2019/12/13,12/13/2019,139
122635,10019514,2019/12/13,12/13/2019,151
122828,10013080,2019/12/13,12/13/2019,180
122884,10023447,2019/12/13,12/14/2019,176
122918,10013080,2019/12/13,12/13/2019,180
122937,10023524,2019/12/13,12/13/2019,103
122959,10023524,2019/12/13,12/13/2019,103
122961,10015253,2019/12/13,12/14/2019,158
122961,10015253,2019/12/13,12/13/2019,158
122983,10013397,2019/12/13,12/13/2019,105
123005,10021418,2019/12/13,12/14/2019,181
123024,10019194,2019/12/13,12/13/2019,108
123025,10019194,2019/12/13,12/13/2019,108
123027,10019194,2019/12/13,12/13/2019,108
123053,10023511,2019/12/13,12/13/2019,136
123058,10021160,2019/12/13,12/13/2019,160
123069,10025771,2019/12/13,12/13/2019,141
123071,10013080,2019/12/13,12/13/2019,180
123080,10023212,2019/12/13,12/13/2019,180
123088,10017314,2019/12/13,12/14/2019,116
123096,10020684,2019/12/13,12/13/2019,144
123105,10022444,2019/12/13,12/13/2019,173
123121,10012226,2019/12/13,12/13/2019,180
121998,10009645,2019/12/10,12/10/2019,103
